Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
WC2_294.R	WC2_294.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2148051.0	324.3 Mbp	0.0	151.0	46.0	14.833307189045078	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_294.R1	WC2_294.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2127001.0	308 Mbp	0.0	31-146	42.0	8.309099769995102	144.82838042859407	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_294.R2	WC2_294.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2127001.0	317.8 Mbp	0.0	31-151	46.0	14.11379891232874	149.4430322317667	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_295.F	WC2_295.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1971005.0	287.7 Mbp	0.0	146.0	41.0	8.748262783083517	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_295.R	WC2_295.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1971005.0	297.6 Mbp	0.0	151.0	46.0	13.581643321454617	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_295.R1	WC2_295.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1954051.0	283.7 Mbp	0.0	31-146	41.0	8.556421331490812	145.20721260601692	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_295.R2	WC2_295.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1954051.0	293 Mbp	0.0	31-151	45.0	12.93468738132399	149.9845930326281	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_296.F	WC2_296.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1526786.0	222.9 Mbp	0.0	146.0	42.0	7.8001400668056995	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_296.R	WC2_296.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1526786.0	230.5 Mbp	0.0	151.0	46.0	13.195227972613596	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_296.R1	WC2_296.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1511705.0	219.6 Mbp	0.0	31-146	42.0	7.5837962133436285	145.294871684621	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_296.R2	WC2_296.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1511705.0	226.7 Mbp	0.0	17-151	45.0	12.393321049553103	149.999927895985	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_297.F	WC2_297.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2821334.0	411.9 Mbp	0.0	146.0	41.0	6.980618207117646	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
WC2_297.R	WC2_297.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2821334.0	426 Mbp	0.0	151.0	46.0	12.60568726231209	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_297.R1	WC2_297.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2793181.0	404.5 Mbp	0.0	31-146	41.0	6.637269458340679	144.82892730546283	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
WC2_297.R2	WC2_297.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2793181.0	417.3 Mbp	0.0	24-151	46.0	11.764543967171367	149.45567974291677	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_298.F	WC2_298.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3389458.0	494.8 Mbp	0.0	146.0	40.0	5.374823048424091	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_298.R	WC2_298.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3389458.0	511.8 Mbp	0.0	151.0	45.0	10.345539568996509	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_298.R1	WC2_298.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3362515.0	489.1 Mbp	0.0	31-146	40.0	5.2122316953068255	145.48098134878208	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_298.R2	WC2_298.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3362515.0	504.9 Mbp	0.0	31-151	45.0	9.720191256159689	150.19345341210374	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_299.F	WC2_299.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6626636.0	967.4 Mbp	0.0	146.0	41.0	5.175672061226057	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_299.R	WC2_299.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6626636.0	1 Gbp	0.0	151.0	46.0	9.433631966192886	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_299.R1	WC2_299.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6569275.0	954.1 Mbp	0.0	31-146	41.0	4.9410898117673625	145.25565560887617	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_299.R2	WC2_299.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6569275.0	985 Mbp	0.0	18-151	46.0	8.790277854517935	149.9750002854196	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_300.F	WC2_300.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3151842.0	460.1 Mbp	0.0	146.0	41.0	6.48097444895254	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_300.R	WC2_300.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3151842.0	475.9 Mbp	0.0	151.0	46.0	12.512582560367594	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_300.R1	WC2_300.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3118115.0	451.4 Mbp	0.0	31-146	41.0	6.165666226809866	144.78089935746436	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_300.R2	WC2_300.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3118115.0	465.6 Mbp	0.0	31-151	46.0	11.59451103714985	149.37014446227928	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_301a.F	WC2_301a.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3349486.0	489 Mbp	0.0	146.0	41.0	5.66114744732068	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_301a.R	WC2_301a.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3349486.0	505.7 Mbp	0.0	151.0	45.0	10.063346183436831	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_301a.R1	WC2_301a.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3319669.0	482.3 Mbp	0.0	31-146	41.0	5.445497776279057	145.3035877974581	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_301a.R2	WC2_301a.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3319669.0	497.9 Mbp	0.0	19-151	45.0	9.3656124647418	150.03774532942893	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_301b.F	WC2_301b.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1569782.0	229.1 Mbp	0.0	146.0	41.0	7.373760382522581	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_301b.R	WC2_301b.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1569782.0	237 Mbp	0.0	151.0	45.0	12.419307933396286	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_301b.R1	WC2_301b.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1554824.0	225.9 Mbp	0.0	31-146	41.0	7.139159103268636	145.32168013871666	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_301b.R2	WC2_301b.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1554824.0	233.2 Mbp	0.0	18-151	45.0	11.754476965683418	150.01989678574552	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC2_302.F	WC2_302.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3049274.0	445.1 Mbp	0.0	146.0	41.0	5.280363461149611	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC2_302.R	WC2_302.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3049274.0	460.4 Mbp	0.0	151.0	45.0	10.290722238510876	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC2_302.R1	WC2_302.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3019535.0	437.9 Mbp	0.0	31-146	41.0	5.070239825300269	145.033954565852	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC2_302.R2	WC2_302.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3019535.0	451.9 Mbp	0.0	16-151	45.0	9.502516530156868	149.70423227417467	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
